user.name	tweet.location	tweet.geoLocation	tweet.retweet	tweet.content	block.numsenti.negative	senti.neutral	senti.positive	senti.compound
freedomofyou	Phoenix, AZ	-112.06640709,33.36989067	false	 @ South Moutain https://t.co/9zSd6Sadxh	95	0.0	1.0	0.0	0.0
carlydb	Arizona, USA	-112.20322613,33.6602576	false	#currentsituation  @ Arrowhead, Glendale Arizona https://t.co/5CZO44QQDB	407	0.0	1.0	0.0	0.0
freedomofyou	Phoenix, AZ	-112.06640709,33.36989067	false	#duality baby @ South Moutain https://t.co/8QzW1RqDJC	95	0.0	1.0	0.0	0.0
bubberbrain620	Phoenix, AZ	-112.02328337,33.53959182	false	#PiestewaPeak, at 2,610 feet, is Collin's new fav climb! @ Squaw https://t.co/nDejDdYRcu	277	0.0	0.752	0.248	0.5093
JBallasign	Tempe, AZ	-111.964507,33.341323	false	Grind time fitness  (at @LifeTimeFitness in Tempe, AZ) https://t.co/HPAU3btF2S	60	0.0	0.792	0.208	0.2732
oscardelassalas	Phoenix, AZ	-112.1502914,33.5105019	false	THE CURRENT Miss Arizona Latina and Miss Teen Arizona Latina pose with some of the judges as https://t.co/0WnZKDo8nF	250	0.167	0.833	0.0	-0.296
OGposbabe	Phoenix, AZ	-112.06783,33.4582	false	@lacourlavante Evening Gospel @ The Lost Leaf https://t.co/ITvGxtnQs8	195	0.277	0.723	0.0	-0.3182
_GlendaleAZ	Arizona, USA	-112.19,33.54	false	heavy intensity rain -> scattered clouds temperature down 49F -> 48F wind 7mph -> 9mph	268	0.0	1.0	0.0	0.0
kglenncoco	Phoenix, AZ	-111.983,33.3417	false	'Tis the season with my bae @ Ahwatukee, Arizona https://t.co/ct1UZUPIr1	59	0.0	1.0	0.0	0.0
ashley_mooo	Phoenix, AZ	-112.07638889,33.52833333	false	family @ Phoenix, Arizona https://t.co/NTo8KbcXzw	274	0.0	1.0	0.0	0.0
Yxes	Phoenix, AZ	-112.14488022,33.58503061	false	All packed for a magical journey...My Artwork Made by #ColorTherapyApp Follow and download https://t.co/f7gTxHROjK	330	0.0	1.0	0.0	0.0
work4dominos	Phoenix, AZ	-112.0740373,33.4483771	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/G5PVbRUNGk #Job #Hospitality #Jobs #Hiring	174	0.0	0.915	0.085	0.0772
NgEnDeR_	Phoenix, AZ	-112.01361895,33.43592703	false	To NYC (@ Terminal 2 in Phoenix, AZ w/ @olylozano) https://t.co/TskziqqAD0	178	0.0	1.0	0.0	0.0
PhoenixCP	Phoenix, AZ	-112.09379298,33.46889822	false	Our patrol reported 6 up top during their afternoon sweep today. More snow is in the forecast tonight! @AZSnowbowl https://t.co/GRh1nkURqC	193	0.0	0.896	0.104	0.2714
PhoenixCP	Phoenix, AZ	-112.09379298,33.46889822	false	Weather now: broken clouds, 48F, 9 mph southwest wind. https://t.co/ST031yJhJB	193	0.279	0.721	0.0	-0.4767
ultabeautyjobs	Phoenix, AZ	-112.1580802,33.4239014	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/X6lO5bzQ0p #Job #SupplyChain #Jobs #Hiring https://t.co/wKpdDV4GYZ	150	0.0	0.92	0.08	0.0772
Phoenix_LAF	Phoenix, AZ	-112.07372189,33.4462674	false	#PhoenixLostFound LOST DOG - BLIND SENIOR named Hogan (43rd Ave and Southern): Lost dog - BLIND SENIOR dog named https://t.co/6jMqBt8Ebc	174	0.466	0.534	0.0	-0.9042
Phoenix_LAF	Phoenix, AZ	-112.07372189,33.4462674	false	#PhoenixLostFound Lost White Female Chihuahua (167th Ave and Rowel RD): We lost our sweet Chihuahua, Ruby on https://t.co/VPiRTsFHsF	174	0.204	0.664	0.133	-0.1531
Phoenix_LAF	Phoenix, AZ	-112.07372189,33.4462674	false	#PhoenixLostFound LOST dog black Pomeranian: $$Reward$$ My dog got out on Thanksgiving. His name is Tiger, he had a https://t.co/9bi0chG8N3	174	0.144	0.856	0.0	-0.4648
Phoenix_LAF	Phoenix, AZ	-112.07372189,33.4462674	false	#PhoenixLostFound FOUND DOG (75th Ave and Baseline in Laveen): White mix - Samoyed, Lab Proof of ownership required https://t.co/5XQ8kdyAEh	174	0.0	1.0	0.0	0.0
JackieMichele	Tolleson, AZ	-112.255,33.45027778	false	So, Saturday (possibly Friday...I can't figure it out right now) I had my first anxiety attack https://t.co/2vBIMVu4zV	164	0.255	0.745	0.0	-0.5859
WorkWithSHC	Phoenix, AZ	-112.0118669,33.6364503	false	This #job might be a great fit for you: Telemetry RN - Registered Nurse - https://t.co/Tz9OUavvQ9 #Nursing #Phoenix https://t.co/fic6zCmLOs	398	0.0	0.68	0.32	0.765
EmmaIlves	Phoenix, AZ	-112.08655756,33.59406581	false	Hiking shoes on again - another mountain to climb to! #hikingtime #sundayvibes #wakeup @ Shaw Butte https://t.co/UDZo9xct71	334	0.0	1.0	0.0	0.0
EmmaIlves	Phoenix, AZ	-112.08655756,33.59406581	false	It always looks a little bit different... #desert #view #mountains #gottaloveit https://t.co/OFZ5wLUPM3	334	0.0	1.0	0.0	0.0
EmmaIlves	Phoenix, AZ	-112.08658,33.59412	false	After sweat & more sweat... made it to the top! #kingofthehill #climbamountain https://t.co/qDO1XYFo0g	334	0.0	0.84	0.16	0.2714
EmmaIlves	Phoenix, AZ	-112.0742687,33.6038178	false	View over Northern Phoenix #hiking #shawbuttetrail #sundayvibes #arizonaadventures @ Shaw Butte https://t.co/OwUKgUGHMa	354	0.0	1.0	0.0	0.0
TravelNurseWork	Phoenix, AZ	-112.0740373,33.4483771	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/FTds8ux2dp #Job #TravelNurse #NurseLife https://t.co/MlCGL8f2ej	174	0.0	0.915	0.085	0.0772
EmmaIlves	Phoenix, AZ	-112.06381532,33.59508828	false	Must stay on the trail and behave all the time, a badass cowboy might be watching you around the https://t.co/w6l37Xf2ws	335	0.082	0.918	0.0	-0.1531
JobsatNCGHotels	Phoenix, AZ	-112.0740373,33.4483771	false	See our latest #Phoenix, AZ #job and click to apply: Housekeeping Room Attendant - https://t.co/s88iGa7CXe #empleo #HouseKeeping #Hiring	174	0.0	1.0	0.0	0.0
Phoenix_LAF	Phoenix, AZ	-112.07372189,33.4462674	false	#PhoenixLostFound IPHONE 6s Scottsdale (Scotsdale): Still lost, from June. Scottsdale, Large reward, silver. https://t.co/yatKFN4qjF	174	0.128	0.667	0.206	0.34
PhoenixCP	Phoenix, AZ	-112.09379298,33.46889822	false	Weather now: overcast clouds, 47F, 3 mph southeast wind. https://t.co/ST031yJhJB	193	0.0	1.0	0.0	0.0
ssbot	Phoenix, AZ	-111.978267,33.667571	false	Lisa Downing Sighting: Phoenix, Arizona/ Musical Instrument Museum https://t.co/5K8KcGo7Yx	420	0.0	1.0	0.0	0.0
akumasneakers	Arizona, USA	-112.1791936,33.60901128	false	Baby Benny  @ Banner Health https://t.co/q8HcUx4dpm	348	0.0	1.0	0.0	0.0
JobsatNCGHotels	Phoenix, AZ	-112.0740373,33.4483771	false	Housekeeper Room Attendant - NCG: (#Phoenix, AZ) https://t.co/9vsOlqSPQX #empleo #diversity #hoteljobs #travel #Hospitalidad #Empleo	174	0.0	1.0	0.0	0.0
TotalTrafficPHX	Phoenix, AZ	-112.1341,33.58194	false	Accident in #Phoenix on 35th Ave at Peoria Ave #PHXtraffic https://t.co/hUIi7YWVvM	331	0.237	0.763	0.0	-0.4767
TotalTrafficPHX	Phoenix, AZ	-112.108,33.43672	false	Accident in #Phoenix on I - 17 SB south of Buckeye Rd --- Exit 198 #PHXtraffic https://t.co/hUIi7Zewnk	172	0.171	0.829	0.0	-0.4767
TotalTrafficPHX	Arizona, USA	-111.9711,33.67261	false	On-ramp blocked in #Phoenix on Lp 101 WB at Tatum Blvd --- Exit 31 #PHXtraffic https://t.co/hUIi7Zewnk	440	0.123	0.877	0.0	-0.2732
vb_Daily	Phoenix, AZ	-112.07638889,33.52833333	false	Beautiful Arizona sunset and night lapse film!  FULL Video on YouTube, link in bio:) https://t.co/FOrH4h1Ham	274	0.0	0.77	0.23	0.636
TotalTrafficPHX	Phoenix, AZ	-112.1343,33.48767	false	Accident in #Phoenix on 35th Ave at Osborn Rd #PHXtraffic https://t.co/hUIi7YWVvM	211	0.237	0.763	0.0	-0.4767
mykalkilgore	Phoenix, AZ	-112.07638889,33.52833333	false	"Make new friends, but keep the old. One is silver and thee other's gold" #lovers #tourboos https://t.co/H5ubX0RDpv	274	0.0	0.886	0.114	0.2617
PFGCareers	Phoenix, AZ	-112.0740373,33.4483771	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/Oy0yUSHN0W #SupplyChain #Hiring https://t.co/LETpjorG6t	174	0.0	0.839	0.161	0.3612
JoinLabSupport	Phoenix, AZ	-112.0740373,33.4483771	false	Join the Lab Support team! See our latest #job opening here: https://t.co/ysP90MI0DN #Sales #Phoenix, AZ #Hiring	174	0.0	0.729	0.271	0.636
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Want to work at St. Luke's Medical Center? We're #hiring in #Phoenix, AZ! Click for details: https://t.co/bzkA3d5u3m	196	0.0	0.91	0.09	0.1511
SBCPhoenixDeals	Phoenix, AZ	-112.013,33.4941	false	$50 for $75 Certificate at Learning Pawsibilities. https://t.co/xxjIhds0VD	238	0.0	1.0	0.0	0.0
StefanieCrum	Phoenix, AZ	-112.07638889,33.52833333	false	Because it's Monday at 0400... It's GO time!  #nevermissamonday #fightforit #mondaymood https://t.co/dfvRB3tF5n	274	0.0	1.0	0.0	0.0
PhoenixCP	Phoenix, AZ	-112.09379298,33.46889822	false	230 am Satellite shows another disturbance mvg to Nrn AZ today 1-3 inches new snow btwn 12p-9p Mogollon Rim Navajo https://t.co/GNL5zjPu6N	193	0.115	0.885	0.0	-0.3818
PhoenixCP	Phoenix, AZ	-112.09379298,33.46889822	false	Weather now: clear sky, 46F, 5 mph south-southeast wind. https://t.co/ST031yJhJB	193	0.0	0.755	0.245	0.3818
TotalTrafficPHX	Phoenix, AZ	-112.0824,33.42925	false	Accident in #Phoenix on I - 17 SB at 7th Ave --- Exit 196 #PHXtraffic https://t.co/hUIi7YWVvM	154	0.181	0.819	0.0	-0.4767
HonorHealthJobs	Phoenix, AZ	-112.1012912,33.6782379	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/pVEfqYOVyI #Job #LAB #Pharmacist #Healthcare https://t.co/ElRcmepuxq	433	0.0	0.92	0.08	0.0772
TotalTrafficPHX	Phoenix, AZ	-112.0302,33.44723	false	Security incident in #Phoenix on Jefferson St Both EB/WB from 24th St #PHXtraffic https://t.co/hUIi7Zewnk	177	0.0	0.844	0.156	0.34
TotalTrafficPHX	Phoenix, AZ	-112.0302,33.44723	false	Security incident in #Phoenix on Jefferson St Both EB/WB from 24th St #PHXtraffic https://t.co/hUIi7YWVvM	177	0.0	0.844	0.156	0.34
TotalTrafficPHX	Phoenix, AZ	-112.0302,33.44723	false	Closed - police activity in #Phoenix on Jefferson St Both EB/WB from 24th St #PHXtraffic https://t.co/hUIi7Zewnk	177	0.0	1.0	0.0	0.0
WHBMCareers	Phoenix, AZ	-112.029752,33.5106684	false	Join the WHBM team! See our latest #job opening here: https://t.co/guuVoIeWJA #Retail #Phoenix, AZ #Hiring	257	0.0	0.849	0.151	0.3595
TotalTrafficPHX	Phoenix, AZ	-112.0302,33.44723	false	Closed - police activity in #Phoenix on Jefferson St Both EB/WB from 24th St #PHXtraffic https://t.co/hUIi7YWVvM	177	0.0	1.0	0.0	0.0
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/Kf6DfCj9OV #MedEd #Scrublife #Nursing #Hiring https://t.co/zRkP8WrCOl	196	0.0	0.857	0.143	0.3612
ADW_sprayers	Phoenix, AZ	-112.07638889,33.52833333	false	https://t.co/TxArYi3alX click on the Black Friday tab and get Black Friday pricing. #cybermonday #golf https://t.co/ErVDtbJ5Th	274	0.0	1.0	0.0	0.0
TotalTrafficPHX	Phoenix, AZ	-112.0302,33.44723	false	Closed - police activity in #Phoenix on Jefferson St Both EB/WB from 24th St to 26th St #PHXtraffic https://t.co/hUIi7YWVvM	177	0.0	1.0	0.0	0.0
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/OUqqzwCDxI #Job #SignOnBonus #NurseLife https://t.co/HTyO6TvZOK	196	0.0	0.915	0.085	0.0772
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/XpphI4PznV #SignOnBonus #NurseLife #Nursing https://t.co/w8ckwSbhEn	196	0.0	0.848	0.152	0.3612
TotalTrafficPHX	Phoenix, AZ	-112.0173,33.44808	false	Closed- police activity in #Phoenix on Washington St from 30th St to 26th St #PHXtraffic https://t.co/hUIi7YWVvM	177	0.0	1.0	0.0	0.0
Biggz901	Phoenix, AZ	-112.169,33.3628	false	Posted In My Scholar Baller Sweater @ Laveen, Arizona https://t.co/u13Wfh1oP3	89	0.0	1.0	0.0	0.0
_PhoenixAZ	Phoenix, AZ	-112.07,33.45	false	overcast clouds -> clear sky temperature down 48F -> 46F humidity up 87% -> 93% wind 5mph -> 6mph	174	0.0	0.874	0.126	0.3818
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	We're #hiring! Click to apply: Registered Nurse - Adult Integrated Psych - Full Time - https://t.co/Edsb1CHjJQ https://t.co/sL7GnGxk1Y	196	0.0	1.0	0.0	0.0
LovesJobs	Tempe, AZ	-111.972388,33.3907139	false	Interested in a #job in #Tempe, AZ? This could be a great fit: https://t.co/5mWk88cmyG #Retail #Hiring https://t.co/jXCoe4fjEK	120	0.0	0.563	0.437	0.8519
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	See our latest #Phoenix, AZ #job and click to apply: Registered Nurse - Cath Lab - Pre/ Post - Full Time - https://t.co/sRQAsAc2RX	196	0.0	1.0	0.0	0.0
Biggz901	Phoenix, AZ	-112.169,33.3628	false	Me Posted In My Scholar Baller @ Laveen, Arizona https://t.co/PvqIpugKFU	89	0.0	1.0	0.0	0.0
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	See our latest #Phoenix, AZ #job and click to apply: Registered Nurse - Intensive Care Unit - Full Time - DAYS - https://t.co/JvXcf4a2qp	196	0.0	0.849	0.151	0.4939
Phoenix_LAF	Phoenix, AZ	-112.07372189,33.4462674	false	#PhoenixLostFound LOST CAT (Chandler): My cat went missing around 11/24. I live in E Libra Pl, Chandler, 85249. https://t.co/n7UAG1wOQ9	174	0.259	0.741	0.0	-0.6408
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/fXxbCfTM6P #Job #SignOnBonus #NurseLife https://t.co/8NkZvOjnrV	196	0.0	0.915	0.085	0.0772
YUNGWAX	Phoenix, AZ	-112.01508264,33.31199054	false	Make Monday a A Money Day Good Morning Arizona....Everyone have good day!!! @ Mountain Park https://t.co/D7PazxM9y0	37	0.0	0.643	0.357	0.7701
PhoenixCP	Phoenix, AZ	-112.09379298,33.46889822	false	I-40 WB at Butler Ave. in Flagstaff: Snow and ice on the road. Slow going. aztraffic azwx @ArizonaDOT https://t.co/GRh1nkURqC	193	0.0	1.0	0.0	0.0
PhoenixCP	Phoenix, AZ	-112.09379298,33.46889822	false	Juicy question: 75% of women say a man should never try to buy this...guess! 12News @mattmauro12news https://t.co/GRh1nkURqC	193	0.0	1.0	0.0	0.0
PhoenixCP	Phoenix, AZ	-112.09379298,33.46889822	false	SR 288 northeast of Roosevelt Lake: Chains or 4WD recommended on the road to Young from MP 274-305 until 4 pm Tues. https://t.co/GRh1nkURqC	193	0.0	0.921	0.079	0.2023
Mister_Write1	Arizona, USA	-112.186,33.5386	false	Just posted a photo @ Glendale, Arizona https://t.co/Ysho21yrPo	268	0.0	1.0	0.0	0.0
KittelK	Phoenix, AZ	-112.11662289,33.79694512	false	Rocky music n back n biceps! #nomotivationneeded (@ Mountainside Fitness - @mtnsidefitness) https://t.co/XlMn4kUB8J https://t.co/DIJnwYjSJH	572	0.0	0.807	0.193	0.3382
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Want to work at St. Luke's Medical Center? We're #hiring in #Phoenix, AZ! Click for details: https://t.co/torFSQaPuk	196	0.0	0.91	0.09	0.1511
TotalTrafficPHX	Phoenix, AZ	-112.0302,33.44723	false	Closed - police activity in #Phoenix on Jefferson St Both EB/WB from 24th St to 26th St #PHXtraffic https://t.co/hUIi7Zewnk	177	0.0	1.0	0.0	0.0
JobsatNCGHotels	Arizona, USA	-112.1859866,33.5386523	false	If you're looking for work in #Glendale, AZ, check out this #job: https://t.co/Zs4gDRvumT #empleo #HouseKeeping #HouseKeeper #Hotels	268	0.0	1.0	0.0	0.0
work4dominos	Arizona, USA	-112.1859866,33.5386523	false	Join the Domino's team! See our latest #job opening here: https://t.co/JhiPNIrY7i #Hospitality #Glendale, AZ #Hiring	268	0.0	0.849	0.151	0.3595
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/gOR02r4m6j #Job #MedEd #Scrublife #Nursing https://t.co/mpHtSCCqEy	196	0.0	0.92	0.08	0.0772
ultabeautyjobs	Phoenix, AZ	-112.1580802,33.4239014	false	Want to work at Ulta Beauty? We're #hiring in #Phoenix, AZ! Click for details: https://t.co/fvUR6homSE #Job https://t.co/8muOsgWuC7	150	0.0	0.736	0.264	0.6588
_GlendaleAZ	Arizona, USA	-112.19,33.54	false	scattered clouds -> clear sky temperature down 48F -> 45F humidity up 87% -> 100% wind 9mph -> 6mph	268	0.0	0.874	0.126	0.3818
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	We're #hiring! Read about our latest #job opening here: Registered Nurse Traveler - Intensive Care Unit -... - https://t.co/qa2BS3ODnh	196	0.0	0.821	0.179	0.5411
PhoenixCP	Phoenix, AZ	-112.09379298,33.46889822	false	TrafficAlert Collision at Kyrene/Ray, diverting westbound traffic. Avoid the area if possible. @ChandlerPolice https://t.co/GRh1nkURqC	193	0.281	0.719	0.0	-0.5719
PhoenixCP	Phoenix, AZ	-112.09379298,33.46889822	false	Flagstaff Unified School District schools have a two-hour start delay this morning because of the weather. https://t.co/dJ4UCkY1Ye	193	0.122	0.741	0.138	0.0772
PhoenixCP	Phoenix, AZ	-112.09379298,33.46889822	false	Weather now: clear sky, 46F, 6 mph north-northeast wind. https://t.co/ST031yJhJB	193	0.0	0.755	0.245	0.3818
TotalTrafficPHX	Phoenix, AZ	-112.2205,33.46281	false	Accident --- off - left in #Phoenix on I - 10 EB at 75th Ave --- Exit 136 #PHXtraffic https://t.co/hUIi7YWVvM	186	0.154	0.846	0.0	-0.4767
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Want to work at St. Luke's Medical Center? We're #hiring in #Phoenix, AZ! Click for details: https://t.co/gCQlnxpCvY	196	0.0	0.91	0.09	0.1511
TravelNurseWork	Sun City, AZ	-112.2718239,33.5975393	false	If you're looking for work in #SunCity, AZ, check out this #job: https://t.co/ssv0oFqw0a #travelnurse #Nursing https://t.co/QTLKtNANDz	343	0.0	1.0	0.0	0.0
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	We're #hiring! Click to apply: Registered Nurse - Operating Room - Full Time - https://t.co/t6CjxSPkOV #SignOnBonus https://t.co/L3YymbhO6M	196	0.0	1.0	0.0	0.0
ultabeautyjobs	Phoenix, AZ	-112.1580802,33.4239014	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/HPMIJ7Ttiv #SupplyChain #Hiring https://t.co/QZDVqkRZ4V	150	0.0	0.839	0.161	0.3612
carolkendrick3	Phoenix, AZ	-111.99710152,33.43431066	false	Traveling with this lady on a familiarization trip. New tour coming https://t.co/3sl9qDejhF	158	0.0	1.0	0.0	0.0
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/hfME7fNB9s #SignOnBonus #NurseLife #Nursing https://t.co/s5BgQvHuOR	196	0.0	0.848	0.152	0.3612
PaigeWhitney	Arizona, USA	-112.25132704,33.84794623	false	Another beautiful #sunset at #lakepleasant #az #homeawayfromhome # @ Lake Pleasant Harbor https://t.co/jcK44PskXB	604	0.0	0.581	0.419	0.802
PhoenixCP	Phoenix, AZ	-112.09379298,33.46889822	false	Service alert (final): Police investigation of incident at 24th/Jefferson has closed. Regular srv has resumed on https://t.co/GRh1nkURqC	193	0.0	0.879	0.121	0.296
EvilBobby	Phoenix, AZ	-112.06852423,33.45857356	false	Still so dark out #dtphx @ Roosevelt Row Arts District https://t.co/nk48B4iR4a	195	0.0	1.0	0.0	0.0
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/wtur6JuGIQ #SignOnBonus #NurseLife #Nursing https://t.co/32Y3FNRwk3	196	0.0	0.848	0.152	0.3612
JobsatNCGHotels	Arizona, USA	-112.1859866,33.5386523	false	#Empleo: Hotel Sales Coordinator $500 SIGN ON BONUS (#Glendale, AZ) https://t.co/IXABHkf30C #empleo #diversity #hoteljobs #travel #Ventas	268	0.0	0.78	0.22	0.6408
Browneyes_2060	Phoenix, AZ	-112.0611048,33.3810782	false	Thank you LORD for blessing US to see another day!	115	0.0	0.572	0.428	0.7177
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/enxBHA3P0B #SignOnBonus #NurseLife https://t.co/Jf77XX4IX6	196	0.0	1.0	0.0	0.0
bryannliptak	Phoenix, AZ	-112.079987,33.445755	false	fk a genre  jacobtylerdunn @ The Pressroom https://t.co/iUnfI48TSK	174	0.0	1.0	0.0	0.0
silversagesoap	Arizona, USA	-112.08928054,33.80106838	false	Awesome sale, today only. Use code CYBER20 @ checkout. #vegangifts #cybermonday #nontoxic https://t.co/ocfuIQJD5x	573	0.0	0.728	0.272	0.6249
BabyBBoop	Phoenix, AZ	-112.22312093,33.48130808	false	Trainer#2....better but still not #MyFavoriteTrainer. #legday was killer though. #dedication #fitforlife... https://t.co/3NaRxYW4ZG	206	0.351	0.649	0.0	-0.7876
PhoenixCP	Phoenix, AZ	-112.09379298,33.46889822	false	Phoenix trends now: Friday Eve, GilmoreGirls, SundayMorning, MakeTwoMoviesBecomeOne and AbuDhabiGP. https://t.co/98IK09dWTt	193	0.0	1.0	0.0	0.0
TotalTrafficPHX	Phoenix, AZ	-112.2381,33.46246	false	Accident --- off - left in #Tolleson on I - 10 EB near 83rd Ave --- Exit 135 #PHXtraffic https://t.co/hUIi7YWVvM	185	0.154	0.846	0.0	-0.4767
themodernotter	Phoenix, AZ	-112.06669931,33.44873951	false	Just trying to get that ankle tan before heading back to boot weather.  @ Phoenix Science Center https://t.co/72sEYzeIIa	175	0.0	1.0	0.0	0.0
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Want to work at St. Luke's Medical Center? We're #hiring in #Phoenix, AZ! Click for details: https://t.co/3Y0jRqUQsV	196	0.0	0.91	0.09	0.1511
freedomofyou	Phoenix, AZ	-112.06640709,33.36989067	false	#challenge #accepted morning grammers @ South Moutain https://t.co/HY7tOvytxv	95	0.0	1.0	0.0	0.0
ICE_Careers	Arizona, USA	-112.1859866,33.5386523	false	Join the International Cruise & Excursion... team! See our latest #job opening here: https://t.co/dsCG968PWu #LifeatICE #Glendale, AZ	268	0.0	0.858	0.142	0.3595
